Account, Parent, Alias: Default, Valid For Consolidations, Data Storage, Two Pass Calculation, Description, Formula, UDA, Smart List, Data Type, Account Type, Time Balance, Skip Value, Exchange Rate Type, Variance Reporting, Source Plan Type, Plan Type (Plan1), Aggregation (Plan1)
AVD4030203, AVD40302, 单价, false, store, false, , , , , currency, saved assumption, flow, none, none, non-expense, Plan1, true, ~
AVD4030204, AVD40302, 金额合计, false, store, false, , , , , currency, expense, flow, none, none, expense, Plan1, true, ~
AVD403020401, AVD4030204, 金额_committed, false, store, false, , , , , currency, expense, flow, none, none, expense, Plan1, true, +
AVD403020402, AVD4030204, 金额_uncommitted, false, store, false, , , , , currency, expense, flow, none, none, expense, Plan1, true, +
AVD403020403, AVD4030204, 业务调整金额, false, store, false, , , , , currency, expense, flow, none, none, expense, Plan1, true, +
AVD4030205, AVD40302, 分摊前带宽费用合计, false, store, false, , , , , currency, expense, flow, none, none, expense, Plan1, true, ~
AVD403020501, AVD4030205, 带宽费用_待分摊, false, store, false, , , , , unspecified, expense, flow, none, none, expense, Plan1, true, +
AVD403020598, AVD4030205, 带宽费用_VAT抵减, false, store, false, , , , , unspecified, expense, flow, none, none, expense, Plan1, true, +
AVD403020599, AVD4030205, 带宽费用_整体调整, false, store, false, , , , , currency, expense, flow, none, none, expense, Plan1, true, +
AVD4030206, AVD40302, 分摊带宽费用合计, false, store, false, , , , , currency, expense, flow, none, none, expense, Plan1, true, ~
AVD403020601, AVD4030206, 视频分摊带宽费用, false, store, false, , , , , currency, expense, flow, none, none, expense, Plan1, true, +
AVD403020602, AVD4030206, 板块外分摊带宽费用, false, store, false, , , , , currency, expense, flow, none, none, expense, Plan1, true, +
AVD404, AVD4, 公摊费用汇总, false, store, false, , , , , currency, expense, flow, none, none, expense, Plan1, true, ~
AVD40401, AVD404, 视频分摊公摊费用, false, store, false, , , DGPT, , currency, expense, flow, none, none, expense, Plan1, true, +
AVD40402, AVD404, 大搜狐分摊公摊费用, false, store, false, , , , , currency, expense, flow, none, none, expense, Plan1, true, +
AVD40403, AVD404, 视频带宽公摊费用, false, store, false, , , , , unspecified, expense, flow, none, none, expense, Plan1, true, +
AVD40498, AVD404, 公摊费用_VAT抵减, false, store, false, , , , , currency, expense, flow, none, none, expense, Plan1, true, +
AVD40499, AVD404, 公摊费用_整体调整, false, store, false, , , , , currency, expense, flow, none, none, expense, Plan1, true, +
AVD405, AVD4, 公摊费用分摊科目, false, store, false, , , , , unspecified, saved assumption, flow, none, none, non-expense, Plan1, true, ~
AVD40501, AVD405, 参与公摊费用分摊人数, false, store, false, , , , , unspecified, saved assumption, flow, none, none, non-expense, Plan1, true, ~
AVD40502, AVD405, 公摊费用分摊比率, false, store, false, , , , , percentage, saved assumption, flow, none, none, non-expense, Plan1, true, ~
AVD406, AVD4, 差旅应酬费用基数, false, store, false, , , , , unspecified, saved assumption, flow, none, none, non-expense, Plan1, true, ~
AVD407, AVD4, 版权摊销工作科目, false, store, false, , , , , unspecified, saved assumption, flow, none, none, non-expense, Plan1, true, ~
AVD40701, AVD407, 视频版权成本, false, store, false, , , DGPT, , currency, expense, flow, none, none, expense, Plan1, true, ~
AVD40702, AVD407, 音乐版权成本, false, store, false, , , DGPT, , currency, expense, flow, none, none, expense, Plan1, true, ~
AVD40703, AVD407, 自制剧成本, false, store, false, , , DGPT, , currency, expense, flow, none, none, expense, Plan1, true, ~
AVD408, AVD4, PRC GAAP新增版权摊销, false, store, false, , , , , unspecified, saved assumption, flow, none, none, non-expense, Plan1, true, ~
AVD40801, AVD408, PRC GAAP新增视频版权摊销, false, store, false, , , , , unspecified, saved assumption, flow, none, none, non-expense, Plan1, true, +
AVD40802, AVD408, PRC GAAP新增音乐版权摊销, false, store, false, , , , , unspecified, saved assumption, flow, none, none, non-expense, Plan1, true, +
AVD40803, AVD408, PRC GAAP视频版权摊销年限, false, store, false, , , , , unspecified, saved assumption, flow, none, none, non-expense, Plan1, true, ~
AVD40804, AVD408, PRC GAAP音乐版权摊销年限, false, store, false, , , , , unspecified, saved assumption, flow, none, none, non-expense, Plan1, true, ~
